name,type,start_time,duration,miso,mosi
Flipper-W5500,result,1.695361417,0.000003833,0x03,0x00
Flipper-W5500,result,1.695368083,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.695373167,0.000000083,,
Flipper-W5500,enable,1.716352917,0.000000083,,
Flipper-W5500,result,1.7163545,0.000003833,0x01,0x00
Flipper-W5500,result,1.7163585,0.000003833,0x02,0x2E
Flipper-W5500,result,1.7163625,0.000003833,0x03,0x00
Flipper-W5500,result,1.716369167,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.71637425,0.000000083,,
Flipper-W5500,enable,1.737354,0.000000083,,
Flipper-W5500,result,1.737355583,0.000003833,0x01,0x00
Flipper-W5500,result,1.737359583,0.000003833,0x02,0x2E
Flipper-W5500,result,1.737363583,0.000003917,0x03,0x00
Flipper-W5500,result,1.737370333,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.737375333,0.000000083,,
Flipper-W5500,enable,1.758355083,0.000000083,,
Flipper-W5500,result,1.75835675,0.000003833,0x01,0x00
Flipper-W5500,result,1.75836075,0.000003833,0x02,0x2E
Flipper-W5500,result,1.75836475,0.000003833,0x03,0x00
Flipper-W5500,result,1.758371417,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.7583765,0.000000083,,
Flipper-W5500,enable,1.779356167,0.000000083,,
Flipper-W5500,result,1.779357833,0.000003833,0x01,0x00
Flipper-W5500,result,1.779361833,0.000003833,0x02,0x2E
Flipper-W5500,result,1.779365833,0.000003833,0x03,0x00
Flipper-W5500,result,1.7793725,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.779377583,0.000000083,,
Flipper-W5500,enable,1.800357333,0.000000083,,
Flipper-W5500,result,1.800358917,0.000003833,0x01,0x00
Flipper-W5500,result,1.800362917,0.000003833,0x02,0x2E
Flipper-W5500,result,1.800366917,0.000003833,0x03,0x00
Flipper-W5500,result,1.800373583,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.800378667,0.000000083,,
Flipper-W5500,enable,1.821358417,0.000000083,,
